id,price_doc
30602,2478267.132
30603,12681390.762
30604,5006620.0
30605,6685509.5375666665
30606,18719537.464
30607,5854838.988
30608,8740463.406
30609,5658182.926
30610,3313050.036
30611,5727436.412
30612,8156527.506
30613,7226688.256
30614,16138563.992
30615,8090049.712
30616,5836032.324
30617,9903143.54
30618,5131740.0
30619,4678652.452
30620,2802173.382
30621,9788899.454
30622,8787403.528
30623,6645723.082
30624,6888785.404
30625,8234185.878
30626,6526551.280666667
30627,7785634.168
30628,6379591.235666667
30629,5522688.106
30630,4702336.002
30631,6159331.562
30632,4513638.384
30633,5969762.212
30634,12442621.822
30635,9739484.066
30636,6002907.556
30637,9536689.336
30638,6487788.598
30639,7110471.162
30640,4761820.840666667
30641,7817855.664
30642,6910676.928
30643,9242105.842
30644,9616905.064
30645,6697758.012
30646,5247211.306
30647,5073346.4
30648,17916073.092
30649,2654447.111333333
30650,5158426.814
30651,3020928.083590477
30652,4783269.222
30653,6880500.338
30654,4990864.24
30655,12444650.916
30656,3931587.832
30657,6741842.84
30658,10767845.36
30659,5082649.483
30660,9346614.8
30661,6492359.153
30662,8746404.094
30663,13708334.182
30664,12540393.28
30665,5719796.746
30666,2669438.356
30667,3999765.68
30668,9895501.978
30669,4745754.476
30670,2877317.764
30671,7571548.332
30672,12211011.62
30673,11770336.213333335
30674,10756418.736
30675,2518705.908
30676,7617061.992
30677,4520441.16
30678,19754071.804
30679,5362949.061
30680,5386996.746
30681,2439365.496
30682,7298790.854
30683,10012144.75
30684,4782864.092
30685,8451077.152
30686,10001915.196
30687,5059128.96
30688,5026130.23
30689,16486870.624
30690,20440842.492
30691,4894623.254
30692,6814875.448
30693,12810387.106
30694,5043025.79
30695,7886457.76
30696,7344079.102
30697,12457060.34
30698,7040771.686
30699,6131319.602
30700,5410322.322
30701,9621847.486
30702,7276758.646
30703,4134609.514
30704,12616482.144
30705,8779720.918
30706,17252452.904
30707,3686203.3033333337
30708,15353813.708
30709,5308248.556
30710,8254954.554
30711,5032357.084
30712,4124356.13
30713,5574539.096
30714,7564621.474
30715,4086691.26
30716,10017060.174
30717,7203249.088
30718,10239072.202
30719,17079529.6
30720,6462498.42
30721,2748978.4
30722,6825401.292666667
30723,5696566.064
30724,11208751.15
30725,6877209.632
30726,12911059.86
30727,10811455.592
30728,12237817.206
30729,3564423.948
30730,6424630.92
30731,6590468.622
30732,4822045.934
30733,10922383.844
30734,6303999.292
30735,5967229.247333334
30736,4990700.661
30737,8294371.464
30738,6186230.554
30739,4000518.354
30740,7699527.886
30741,10388008.592
30742,4437641.186
30743,5274393.508
30744,10038188.184
30745,7688962.364
30746,5912069.55
30747,16254530.53
30748,16120000.0
30749,5092852.432
30750,7277932.662
30751,4250209.69
30752,7437136.102
30753,10607081.39
30754,5325720.422
30755,5732636.638333333
30756,6087931.7718
30757,6250226.676
30758,9134243.884
30759,6120584.928
30760,5320470.897666666
30761,9789305.834
30762,6773430.392666667
30763,13351269.78
30764,5777948.196
30765,5607420.172
30766,4043039.324
30767,11641725.618
30768,4730708.808
30769,6749186.674
30770,5680851.656
30771,3497082.442
30772,8509656.262
30773,8004106.22
30774,5549047.178
30775,11247775.176
30776,5805414.703333333
30777,5798897.426
30778,8815193.06
30779,6943551.348
30780,8120174.818
30781,6039720.065166667
30782,4269603.958
30783,5124007.216
30784,3971619.354
30785,6001298.862
30786,4580235.074
30787,6528860.934
30788,5480372.414
30789,7669341.822
30790,6881885.146
30791,10138662.834
30792,6381280.275
30793,10081131.022
30794,14201405.452
30795,11306770.042
30796,11029290.976
30797,15632524.078
30798,3006251.534
30799,10583348.182
30800,15123601.256
30801,6530995.42
30802,17868418.264
30803,2406042.928
30804,3377107.502
30805,14011029.004
30806,6327607.032
30807,7091009.436
30808,10669973.882
30809,5276881.856
30810,12300036.984
30811,4306634.122
30812,5345098.884
30813,4907253.46
30814,3096835.808
30815,4342053.216
30816,8372287.564
30817,2498033.72
30818,8199352.968
30819,8927934.018
30820,4893399.156
30821,20391625.782
30822,8053173.86
30823,6970939.748
30824,3801753.978
30825,5422145.182
30826,9214705.694
30827,5540290.346
30828,6257829.374
30829,5801440.8
30830,9436787.618
30831,5042949.534
30832,6206999.316
30833,5590488.46
30834,4161883.604
30835,8456510.1
30836,6954604.17
30837,5309444.392
30838,4941390.836
30839,5632528.188
30840,10843178.702
30841,12385022.76
30842,7117161.518
30843,5614068.614
30844,6208701.470999999
30845,9771609.292
30846,4586079.876
30847,6082728.468
30848,8413305.272
30849,5006906.988
30850,4148315.686
30851,4214657.256
30852,7815267.704
30853,4487967.295
30854,5544239.134
30855,7185319.728
30856,10718245.922
30857,2478629.496
30858,4877758.848
30859,5372675.604
30860,6247982.678
30861,9021358.99
30862,6659259.286
30863,5524918.563333334
30864,6043148.678
30865,10050594.584
30866,6619366.457333333
30867,5552384.0
30868,8419995.26
30869,5375235.648
30870,4094858.422
30871,7956444.754
30872,4195369.672
30873,3582442.086
30874,5378196.462
30875,7482826.126
30876,5257909.028
30877,9677448.436
30878,5795798.864333334
30879,12760018.546
30880,6579681.18
30881,2565941.89
30882,10621961.826
30883,3060906.664
30884,5848109.263
30885,5003040.384
30886,7163751.004
30887,6167423.408
30888,4779798.412
30889,5789417.703333334
30890,7484875.888
30891,4067721.066
30892,4075091.042
30893,4477524.990780952
30894,5804463.628
30895,4642124.014
30896,6719213.004
30897,8229874.008
30898,7182558.052
30899,6295441.58
30900,3223024.832
30901,6942594.78
30902,2619894.474
30903,6883635.12
30904,8195668.184
30905,5812656.475
30906,6060664.396
30907,11679913.794
30908,4642370.798
30909,13081776.836
30910,7520876.416
30911,4865533.786
30912,6520487.722
30913,18405684.106
30914,6155872.14
30915,8741574.204
30916,5575171.174
30917,8095035.408
30918,6995057.84
30919,5750322.410333332
30920,5051550.028
30921,3878135.686
30922,5814288.29
30923,3294600.23
30924,5348753.032
30925,13681364.19
30926,7118510.346
30927,8473576.324
30928,4497864.51
30929,5408874.726
30930,11990839.858
30931,11079721.828
30932,5610682.28
30933,4091800.346
30934,14247600.804
30935,6989957.316
30936,6280516.348666667
30937,10005728.134
30938,3493070.368
30939,9614532.71
30940,6335915.886866666
30941,6350990.73
30942,3409167.552
30943,6647091.801
30944,5075978.09
30945,3115072.592
30946,12753929.074
30947,6839971.336
30948,8342441.27
30949,6483530.486452381
30950,6939176.36
30951,15578896.612
30952,7787386.189
30953,9592015.852
30954,5037460.934
30955,6830030.28
30956,7807725.504
30957,6375897.974
30958,32433787.898
30959,8948409.432
30960,8237345.62
30961,9252328.68
30962,10955155.014
30963,3565120.042
30964,3713532.126
30965,7674841.378
30966,12241988.162
30967,11942974.846
30968,3732080.142
30969,3260995.6
30970,6676828.416
30971,10431923.706
30972,3274531.468
30973,5485292.858
30974,5269220.044
30975,8351506.082
30976,4927782.55
30977,6998155.802
30978,7010663.098
30979,3222132.526
30980,7625206.958
30981,6026903.922
30982,7959357.668
30983,3596513.8
30984,5855284.525
30985,3905940.198
30986,9984637.504
30987,9951197.934
30988,6550230.782
30989,8107019.466
30990,13440811.816
30991,8208752.068
30992,2797547.93
30993,7798199.336
30994,4895926.524
30995,6935898.286
30996,6025543.963
30997,7090539.546
30998,4799256.98
30999,6048673.758
31000,8391411.532
31001,6587616.33
31002,9712763.966
31003,8623748.018
31004,4608236.323
31005,3422267.716
31006,7557819.782
31007,5439068.256
31008,5665228.976
31009,6825797.876
31010,6852987.354
31011,4714664.96
31012,6396704.522
31013,6928286.99
31014,16140755.23
31015,6990484.94
31016,4697250.884
31017,9625869.21
31018,6305867.06
31019,4641015.35
31020,7121790.266
31021,12048506.57
31022,21808237.66
31023,9739641.77
31024,5142107.764
31025,6044683.124
31026,6390675.686
31027,4541044.512
31028,5369054.58
31029,9590245.22
31030,6374318.304
31031,9417446.566
31032,9744215.39
31033,8024870.83
31034,6175894.628
31035,9797170.96
31036,7186679.948
31037,27201725.648
31038,4468777.524
31039,8301235.444
31040,6487077.996
31041,4378507.8884
31042,3922541.688
31043,5840734.364
31044,7657768.088
31045,8372354.765333333
31046,14909439.498
31047,8195562.962
31048,6010874.812
31049,7777236.262
31050,7229445.456
31051,6671481.389
31052,3595885.92
31053,16989396.136
31054,6500208.46
31055,5764702.716
31056,12378115.476
31057,5707349.876
31058,7336317.35
31059,3224994.132
31060,7357887.974
31061,6975172.456
31062,6108025.616
31063,3268040.33
31064,5057631.62
31065,12805311.206
31066,4699530.393733334
31067,8700812.444
31068,4255821.428
31069,4623086.366
31070,4051441.032
31071,3188142.258
31072,9965933.892
31073,2565941.89
31074,8370369.792
31075,6913823.192666667
31076,6502772.6
31077,5910845.380333334
31078,4231637.426
31079,5164617.504666666
31080,6475492.985333334
31081,2801195.518
31082,10743750.806
31083,5189820.816
31084,9615875.6
31085,12668793.426
31086,4217271.818
31087,4584539.208
31088,6847807.836
31089,5873287.912
31090,32172182.94
31091,3207009.798
31092,7512783.184
31093,6035361.61
31094,6212943.426
31095,5090497.728
31096,23376576.942
31097,8471240.146
31098,10622693.15
31099,16314114.108
31100,5335555.274
31101,4430012.838
31102,5454700.112
31103,9560016.96
31104,4902096.0
31105,8872228.676
31106,4618372.258
31107,12552402.466
31108,7037101.048
31109,5167562.6
31110,9450370.024
31111,11410678.568
31112,5977047.17
31113,3971045.734
31114,5359932.954
31115,5185192.064
31116,6114268.272
31117,6307360.0
31118,3595159.318
31119,2493464.302
31120,5331486.478
31121,7267439.544666667
31122,6326664.062
31123,4172135.974
31124,5768001.226
31125,10502731.826
31126,17438477.044
31127,5936676.626666666
31128,6500321.698
31129,5264512.86
31130,13376213.676
31131,7943517.776
31132,8758969.448
31133,11094316.182
31134,6380941.984
31135,8176207.616
31136,11096414.798
31137,4883858.272
31138,6830268.086
31139,3571522.196
31140,9013431.504
31141,7052366.836
31142,9716211.628
31143,5714448.54
31144,3558774.614
31145,5697916.554
31146,4833912.802
31147,13295837.688
31148,5980107.404
31149,2627067.614
31150,8647043.835733334
31151,3896705.778
31152,7795220.236
31153,5145736.81
31154,14752359.176
31155,6520438.112
31156,13383084.092
31157,3740917.654
31158,9561078.674
31159,6407594.692
31160,6238510.398
31161,3251263.314
31162,4842653.11
31163,6072652.688
31164,6207347.236
31165,6761560.948
31166,5876513.349
31167,8489891.542
31168,11202420.988
31169,8736028.126
31170,6349651.898
31171,12407030.674
31172,5174628.156
31173,8945739.91
31174,10327818.184
31175,14804437.802
31176,4158233.926
31177,8516871.841066666
31178,4381210.2824
31179,4347219.966
31180,4168497.396
31181,8305940.76
31182,6872678.112
31183,8817431.571066666
31184,4640443.626
31185,4601066.055
31186,9647969.112
31187,3948089.704
31188,4185843.41
31189,5393711.106
31190,7433801.03
31191,13649302.042
31192,3951354.51
31193,5739883.224
31194,12696345.074
31195,8664568.858
31196,5139806.0
31197,13715092.72
31198,5946354.391333333
31199,6415661.269333334
31200,8751567.746
31201,3969413.208
31202,3978316.568
31203,6530207.834
31204,3820560.23
31205,8377450.396
31206,5464323.996
31207,4031978.5488
31208,3768357.11
31209,4220928.324
31210,6123533.134
31211,7221944.29
31212,5296626.748
31213,10298859.358
31214,6718005.240733334
31215,4195839.556
31216,5855284.525
31217,7525216.732
31218,8595167.26
31219,4029443.884
31220,8334851.1
31221,3580839.714
31222,7466137.292
31223,9636440.906
31224,7113672.554
31225,11623452.618
31226,6576598.704
31227,9428376.622
31228,9244011.106
31229,4666354.2
31230,5614347.11
31231,4417357.006
31232,6664874.192
31233,6226373.659333334
31234,6469760.852
31235,5119163.8
31236,6495171.988
31237,11009676.608
31238,6460141.377333334
31239,14103343.602
31240,6475904.392
31241,6204092.209333334
31242,7637540.402
31243,3582171.042
31244,7679183.306
31245,7951436.114
31246,9754811.126
31247,5189276.412
31248,7645290.49
31249,9658203.444
31250,5871399.952
31251,7485909.034
31252,6562193.492
31253,8847617.078
31254,6440970.674
31255,12408794.804
31256,6825017.112
31257,5050130.726
31258,8274049.54
31259,10523347.224
31260,8719129.088
31261,14878587.524
31262,5812656.475
31263,6351807.498
31264,3576373.016
31265,9128299.04
31266,7378151.11
31267,3548461.224
31268,4738297.806
31269,8519078.194
31270,4656345.659
31271,5981528.536
31272,15299268.4848
31273,7882840.702
31274,6483553.726
31275,5264909.516
31276,6295071.55
31277,5223622.824
31278,15536088.434
31279,14858592.662
31280,8414069.844
31281,7555570.574
31282,12131730.012
31283,6574940.474
31284,4617575.37
31285,5646770.853
31286,8173730.81
31287,9900909.544
31288,4405193.3908
31289,9642893.898
31290,6180383.406
31291,6930640.1
31292,4196169.602
31293,7737376.906
31294,3588344.068
31295,18540833.11
31296,11090622.89
31297,7922105.87
31298,3906394.384
31299,9622309.832
31300,7565554.696
31301,7734412.416666667
31302,5802470.918
31303,7813330.684
31304,7696946.824
31305,8783959.736
31306,3357707.714
31307,6041556.546
31308,8176420.778
31309,8781724.545
31310,50887314.512
31311,5051382.376
31312,4441380.0
31313,13026112.92
31314,6309190.321333334
31315,9972216.678
31316,9303370.251
31317,16751354.644
31318,8188478.584
31319,6631178.945733334
31320,6686551.19
31321,6721636.414
31322,8300489.755
31323,8379240.0
31324,8334214.676
31325,6385758.864
31326,5177442.556
31327,8270782.0
31328,12270031.538
31329,5117325.764
31330,9816381.116
31331,8856444.108066667
31332,5368786.856
31333,5175534.0
31334,4693412.146
31335,6325257.214
31336,8728865.168
31337,8634624.404
31338,4626455.592
31339,4675815.99
31340,8325748.454
31341,9630124.222
31342,5276199.194
31343,3235862.12
31344,3842178.914
31345,4917060.03
31346,3580745.204
31347,8377890.202
31348,10971705.7
31349,11003303.104
31350,3880679.514
31351,5884717.886
31352,9281502.746
31353,5110406.634
31354,6877518.688
31355,9130949.194
31356,4430644.38
31357,4943541.406
31358,2748271.53
31359,6364206.682
31360,9583884.242
31361,4878072.682
31362,9995272.298
31363,5207885.972
31364,4138937.996
31365,3256127.37
31366,7210076.878
31367,9861103.368
31368,6471317.14
31369,4144536.62
31370,9230970.5
31371,8432712.244
31372,7294865.952
31373,5574451.580666667
31374,6283787.2
31375,5764164.502
31376,6500700.909333334
31377,9522645.698
31378,6376073.286
31379,39034824.694
31380,4529204.094
31381,7471166.318
31382,4664626.0
31383,8096386.618
31384,27108666.476
31385,13544044.456
31386,8990978.04
31387,13153382.74
31388,5043467.632
31389,4418132.35
31390,7102714.556
31391,5205037.932
31392,11394160.738
31393,9863481.654
31394,5404058.762
31395,4738141.11
31396,10214760.988
31397,7351572.744
31398,2679453.624
31399,12368111.626
31400,4331934.07
31401,10518306.624
31402,10087478.412
31403,4931299.335
31404,3926168.11
31405,4299783.914
31406,6788922.524
31407,3257711.814
31408,6481038.36
31409,3791115.0817333334
31410,11938880.146
31411,7454800.726
31412,10600104.968
31413,8281240.094
31414,4887315.974
31415,15452771.916
31416,6946428.966
31417,4580070.576
31418,8699946.702
31419,9032765.28
31420,9832570.924
31421,8707473.188
31422,5863860.872
31423,8109062.256
31424,13963938.606
31425,6093770.942
31426,4552432.604
31427,5703371.046
31428,7130991.922
31429,14017962.532
31430,4165582.402
31431,5184390.136
31432,4696970.256
31433,5746925.286
31434,3580389.886
31435,11059366.294
31436,10874631.512
31437,12298771.868
31438,8627726.612
31439,24640841.478
31440,6729364.336
31441,6385616.294
31442,7348883.438
31443,14072294.556
31444,7091857.407
31445,10216811.186
31446,13959375.658
31447,6181712.866
31448,7458127.11
31449,6151129.758
31450,7530714.32
31451,8128469.796
31452,12709713.758
31453,2678322.134
31454,5381177.288
31455,7097917.34
31456,4975556.155
31457,6395454.508
31458,17286345.562
31459,7635151.338
31460,4920928.456
31461,3727569.216
31462,3839557.056
31463,5194284.814
31464,7265638.024
31465,5443675.184
31466,47304771.112
31467,3215338.26
31468,12635224.144
31469,4914561.252
31470,5179676.028
31471,12817942.92
31472,2687394.78
31473,7442489.544
31474,3709234.0013333336
31475,7295708.306
31476,20793871.084
31477,7482065.976
31478,5465993.7
31479,6717156.896
31480,8539561.786
31481,8313257.854
31482,9899915.186
31483,9609957.486
31484,6301464.14
31485,3882316.032
31486,3111471.508
31487,4847467.6
31488,14345571.126
31489,7343488.45
31490,4415549.286
31491,5773191.328
31492,8480446.166
31493,9601938.026
31494,6146082.0
31495,5373962.422
31496,8525462.93
31497,5071946.142
31498,6834503.502
31499,10084058.75
31500,11269571.488
31501,7716316.524
31502,9488316.026
31503,5448498.1
31504,10098471.418
31505,19431229.836
31506,7434687.03
31507,6593441.102
31508,6581108.776
31509,5298963.943333333
31510,5870945.147333333
31511,5258415.215
31512,6074468.228
31513,23635838.152
31514,26176112.874
31515,2750197.046
31516,14336612.396
31517,5950837.284
31518,7968235.19
31519,5930328.594
31520,6742304.612
31521,4870698.836
31522,4440331.5188
31523,7104364.266
31524,9862357.27
31525,10575811.462
31526,5944656.966
31527,7710144.508
31528,4914918.452
31529,5576877.826
31530,5823735.398
31531,8390083.596
31532,5912961.012
31533,13131040.292
31534,8037377.446
31535,10500577.28
31536,7706810.468
31537,4379575.88
31538,4516227.718
31539,3924286.066
31540,9619185.69
31541,2713416.94
31542,5308156.548
31543,3278446.598
31544,4992847.757
31545,7960920.112
31546,12613971.136
31547,5879245.737
31548,5567662.61
31549,5874448.808666666
31550,5154856.204
31551,6355853.136
31552,6992529.53
31553,6201672.31
31554,7777359.246
31555,4026059.664
31556,7465231.198
31557,5558416.798
31558,9959848.622
31559,2757960.998
31560,7637808.218
31561,6616941.408
31562,23381920.476
31563,4116311.086
31564,6525789.626
31565,9068318.636
31566,6347231.472
31567,17372706.418
31568,7326040.0
31569,7001496.792
31570,6868288.188
31571,5759841.214
31572,3312299.166
31573,4559396.024
31574,10289708.796
31575,5933680.1921999995
31576,7871044.728
31577,5191576.434
31578,8348062.72
31579,5213250.314
31580,7317259.232
31581,6143161.364
31582,4673709.188
31583,8914686.822
31584,3839388.338
31585,6730958.3144
31586,11560177.848
31587,13454475.982
31588,9933309.028
31589,3958038.854
31590,6130415.664
31591,7087720.364
31592,7398801.02
31593,7550571.956
31594,8174634.526
31595,6220020.264
31596,3916918.65
31597,5793130.004
31598,3867325.05
31599,7801048.812
31600,7439884.35
31601,16362345.754
31602,5947263.812
31603,16854548.538
31604,4189825.358
31605,4920928.456
31606,6554852.048
31607,7494262.846
31608,5868064.602
31609,5608243.696
31610,7690966.762
31611,5293882.148
31612,6509514.536
31613,4146610.232
31614,15190755.034
31615,11151583.902
31616,12314762.766
31617,4718940.316
31618,7443859.192
31619,10058812.836
31620,4488052.102
31621,6059991.5
31622,34182905.68
31623,10237949.908
31624,4155626.768
31625,10025386.598
31626,5896750.58
31627,7136497.81
31628,10401991.284
31629,10716362.106
31630,4163470.438
31631,6466751.566
31632,17661494.746
31633,5657300.84
31634,8448217.184
31635,12548253.63
31636,6145245.946
31637,5168112.844
31638,7572092.336
31639,3372016.128
31640,9739808.206
31641,3577890.364
31642,2952474.352333334
31643,6359273.68
31644,9563849.572
31645,5606705.77
31646,8821346.606
31647,5412801.078
31648,10507053.502
31649,5707882.0
31650,6902036.336
31651,11394971.774
31652,5687815.262
31653,6002909.198
31654,4829756.0
31655,4299774.312
31656,18528035.084
31657,7417500.926
31658,4702320.23
31659,7032675.884
31660,5116017.828
31661,5158684.16
31662,7405007.924
31663,3586370.486
31664,3947291.632
31665,4644395.036
31666,4396957.068
31667,7169358.574
31668,8096409.04
31669,12361145.752
31670,7353595.324
31671,5381191.566
31672,7838745.482
31673,8267464.86
31674,10233938.236
31675,7204090.046
31676,7690656.264
31677,4208635.302
31678,4890167.886
31679,7394890.154
31680,5622107.528
31681,6514838.862
31682,3127860.928733334
31683,6705169.8944
31684,5315542.44
31685,3294575.446
31686,13607686.562
31687,11319828.956
31688,11279048.872
31689,3570168.252
31690,7193120.336
31691,3375106.492
31692,4573893.908
31693,6678760.726666667
31694,6231524.172599999
31695,7262222.646
31696,3191064.356
31697,5338082.83
31698,3233912.442
31699,5226526.45
31700,5557140.0
31701,9862134.876
31702,6089137.434
31703,9348351.22
31704,6066351.888
31705,10469349.3
31706,5786775.222
31707,12154572.67
31708,8283205.214
31709,5520746.27
31710,10689587.162
31711,7849500.374
31712,9677289.206
31713,5843256.688
31714,5347901.354
31715,5549213.804
31716,5842966.896
31717,10687575.316
31718,4961852.8231999995
31719,6705290.618
31720,4534150.866
31721,4036879.316
31722,6340260.018
31723,5944883.581333333
31724,6238335.044
31725,4975209.236
31726,12254799.906
31727,7224909.21
31728,5116652.186
31729,7449099.13
31730,3894852.768
31731,7193926.306
31732,8060470.932
31733,3611524.81
31734,4513347.286533332
31735,2727266.5620000004
31736,6614766.672
31737,5187297.054666666
31738,5976136.349142857
31739,5723608.048
31740,7657805.714
31741,14179990.978
31742,12877583.712
31743,7643408.026
31744,4197819.442
31745,3977813.83
31746,9876136.376
31747,5162013.906
31748,15695944.9
31749,5203729.374
31750,10754679.892
31751,6943403.616
31752,4603524.155
31753,4134080.442
31754,9618556.912
31755,12548393.954
31756,2446762.018
31757,5920468.561333333
31758,6952720.344
31759,6350283.808
31760,5515882.924
31761,17486503.306
31762,2728137.95
31763,10936658.606
31764,5890237.324
31765,4197814.581
31766,8137820.198
31767,3367726.5
31768,7380038.706
31769,10293568.146
31770,3890410.778
31771,3553682.2
31772,8238910.878
31773,5556306.126
31774,7128886.416
31775,12175249.434
31776,2596418.656
31777,4071950.1386666666
31778,8576487.748
31779,9214958.202
31780,7322660.466
31781,7346596.768
31782,5750855.184
31783,3257624.302
31784,5238969.902
31785,6188051.612
31786,5325875.86
31787,6682673.836733334
31788,5976568.034
31789,5545221.672
31790,3546133.694
31791,8463945.78
31792,7002833.45
31793,8235735.652
31794,7204913.31
31795,5864929.186
31796,4975689.62
31797,15545110.948
31798,8138525.028
31799,5315625.164
31800,5887069.876
31801,3228431.798
31802,6982172.934
31803,7873956.436
31804,4572475.304
31805,3194783.65
31806,6753830.294
31807,6001126.566
31808,8634875.22
31809,5389784.996
31810,3981130.624
31811,8076655.618
31812,7311104.676
31813,6398597.308166667
31814,5902976.8
31815,5637384.976
31816,4925318.0
31817,3230198.002
31818,6592229.45
31819,5962500.76
31820,11350114.444
31821,12882625.052
31822,6251206.53
31823,4227124.938
31824,4864701.084
31825,5015874.076
31826,6528288.7
31827,6324878.792
31828,6106937.52
31829,8410449.892
31830,6603929.34
31831,2478938.388
31832,12170259.094
31833,10436485.27
31834,6635308.252
31835,5139548.912
31836,7785013.7
31837,3408986.62
31838,7978963.942
31839,5433527.676
31840,9052430.012
31841,5140458.584
31842,6812513.034
31843,3268813.854
31844,6356957.196
31845,8619457.74
31846,5246162.886
31847,5176873.118
31848,5830634.334
31849,8472696.422
31850,6386423.479333334
31851,11588726.668
31852,6231524.172599999
31853,9589738.1
31854,6311500.306333334
31855,4897233.854
31856,6401604.254
31857,9519204.64
31858,11636084.61
31859,34502340.578
31860,7213958.88
31861,16970273.626
31862,7501664.798
31863,9547337.926
31864,3270381.292
31865,5652524.758
31866,3017100.4641238106
31867,8274000.508
31868,5312065.81
31869,10210856.802
31870,3881127.706
31871,5024050.2084
31872,12055214.99
31873,6150423.236
31874,5194910.388333333
31875,5646158.04
31876,5174270.414
31877,22037020.234
31878,3396606.814
31879,8884866.092
31880,10211611.576
31881,5160004.294
31882,10981895.472
31883,5095087.3
31884,5240885.782
31885,5919160.3193333335
31886,7766925.948
31887,10450879.86
31888,3991316.25
31889,10776580.378
31890,5168170.112
31891,3141725.2906666663
31892,3585268.18
31893,18079599.04
31894,7843914.636
31895,3885215.832
31896,3614660.07
31897,3239852.144
31898,3811939.656
31899,4175724.734
31900,5299430.092
31901,7416793.07
31902,7748316.114
31903,5339049.52
31904,4661240.95
31905,6781878.598666667
31906,4494973.8903809525
31907,3562953.492
31908,3853856.596
31909,7213306.144
31910,4343886.246
31911,3592150.1
31912,6723726.01
31913,7837412.182
31914,6299125.49
31915,6801055.286
31916,4649100.132
31917,5167484.192
31918,4889269.568
31919,7008082.22
31920,4119787.018
31921,5460519.48
31922,5273689.878
31923,15874306.448
31924,10132399.044
31925,6972944.018
31926,9620645.768
31927,9909520.192
31928,7454601.492
31929,15824998.444
31930,8709554.426
31931,7238275.776
31932,8634283.606
31933,7178509.302
31934,4913981.204
31935,5335932.252
31936,3648482.79
31937,6141031.022
31938,5278150.5
31939,5058976.642
31940,6892381.666
31941,31439985.038
31942,6171547.328
31943,8384175.262
31944,4152141.0753333336
31945,5972454.856
31946,10731890.264
31947,9046270.654
31948,6435238.014
31949,9989368.124
31950,12787246.638
31951,5517277.846
31952,6334583.244
31953,3983939.336
31954,10880562.702
31955,5650562.418
31956,8694740.466
31957,4262311.192
31958,4746341.734
31959,11435942.79
31960,7523219.072
31961,9076965.102
31962,4508667.538
31963,7318331.281333333
31964,5457617.342
31965,5905739.598
31966,13444474.524
31967,11895838.996
31968,7446564.822
31969,25631918.164
31970,6206653.756
31971,4666421.816
31972,5814498.4
31973,4169843.93
31974,7337439.28
31975,4070652.072
31976,4645134.606
31977,8385011.878
31978,5834981.538
31979,5387346.029166666
31980,5338538.674
31981,6037661.878
31982,10072360.1964
31983,11454332.994
31984,7814949.338
31985,5279048.9962
31986,4677501.892
31987,6021193.974
31988,7813683.76
31989,14164211.892
31990,4069435.024666667
31991,9937740.22
31992,5337283.058
31993,10787414.06
31994,7681154.862
31995,7327351.158
31996,10479999.282
31997,5361278.326
31998,3580035.414
31999,5610764.836
32000,6487045.428
32001,50387091.976
32002,24266568.728
